,name,count,capacity,freq,timings,formFactor,type,price,link
436,Kingston Fury Beast Black RGB KF556C40BBAK2-64 ,2,32,5600,40-40-40,"DIMM, 288-pin",DDR5 ,26790,https://www.citilink.ru/product/pamyat-ddr5-2x64gb-5600mhz-kingston-kf556c40bbak2-64-fury-beast-black-1914385/
437,Kingston Fury Beast Black KF560C40BB-32 ,1,32,6000,40-40-40,"DIMM, 288-pin",DDR5 ,12990,https://www.citilink.ru/product/pamyat-ddr5-32gb-6000mhz-kingston-kf560c40bb-32-fury-beast-black-rtl-p-1914380/
438,Kingston Fury Renegade Silver KF560C32RSK2-32 ,2,16,6000,32-38-38,"DIMM, 288-pin",DDR5 ,20790,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-6000mhz-kingston-kf560c32rsk2-32-fury-renegade-silv-1914378/
439,Kingston Fury Beast Black RGB KF556C40BBAK2-32 ,2,16,5600,40-40-40,"DIMM, 288-pin",DDR5 ,13430,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-5600mhz-kingston-kf556c40bbak2-32-fury-beast-black-1914376/
440,Kingston Fury Beast Black RGB KF552C40BBA-32 ,1,32,5200,40-40-40,"DIMM, 288-pin",DDR5 ,11790,https://www.citilink.ru/product/pamyat-ddr5-32gb-5200mhz-kingston-kf552c40bba-32-fury-beast-black-rgb-1914375/
441,Kingston Fury Renegade Black KF436C16RB1K4/64 ,4,16,3600,16-20-20,"DIMM, 288-pin",DDR4 ,17990,https://www.citilink.ru/product/pamyat-ddr4-4x64gb-3600mhz-kingston-kf436c16rb1k4-64-fury-renegade-bla-1914373/
442,Kingston Fury Renegade Black KF432C16RBK2/64 ,2,32,3200,16-19-19,"DIMM, 288-pin",DDR4 ,17150,https://www.citilink.ru/product/pamyat-ddr4-2x64gb-3200mhz-kingston-kf432c16rbk2-64-fury-renegade-blac-1914370/
443,Kingston Fury Renegade Black KF436C16RB1K2/32 ,2,16,3600,16-20-20,"DIMM, 288-pin",DDR4 ,9390,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3600mhz-kingston-kf436c16rb1k2-32-fury-renegade-bla-1914368/
444,Kingston Fury Renegade RGB KF436C16RB1AK2/32 ,2,16,3600,16-20-20,"DIMM, 288-pin",DDR4 ,10690,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3600mhz-kingston-kf436c16rb1ak2-32-fury-renegade-rg-1914367/
445,Kingston Fury Renegade RGB KF432C16RB1AK2/32 ,2,16,3200,16-18-18,"DIMM, 288-pin",DDR4 ,9090,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3200mhz-kingston-kf432c16rb1ak2-32-fury-renegade-rg-1914366/
446,Patriot Viper Venom RGB PVVR564G560C40K ,2,32,5600,40-40-40-76,"DIMM, 288-pin",DDR5 ,25990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-5600mhz-patriot-pvvr564g560c40k-viper-venom-rtl-pc5-1911856/
447,Patriot Viper Venom PVV532G660C34K ,2,16,6600,34-40-40-84,"DIMM, 288-pin",DDR5 ,16990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-6600mhz-patriot-pvv532g660c34k-viper-venom-rtl-pc5-1911854/
448,Patriot Viper Venom PVV532G740C36K ,2,16,7400,36-44-44-110,"DIMM, 288-pin",DDR5 ,22990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-7400mgc-patriot-pvv532g740c36k-viper-venom-rtl-pc5-1911848/
449,Kingston Fury Renegade Black KF572C38RS-16 ,1,16,7200,38-44-44,"DIMM, 288-pin",DDR5 ,11490,https://www.citilink.ru/product/pamyat-ddr5-16gb-7200mhz-kingston-kf572c38rs-16-rtl-dimm-rtl-1909884/
450,Kingston Fury Beast RGB KF560C40BBAK2-32 ,2,16,6000,40-40-40,"DIMM, 288-pin",DDR5 ,18280,https://www.citilink.ru/product/pamyat-ddr5-16gb-6000mhz-kingston-kf560c40bbak2-32-rtl-dimm-rtl-1909883/
451,Kingston Fury Beast KF560C36BBEK2-16 ,2,8,6000,36-38-38,"DIMM, 288-pin",DDR5 ,8090,https://www.citilink.ru/product/pamyat-ddr5-8gb-6000mhz-kingston-kf560c36bbek2-16-rtl-dimm-rtl-1909882/
452,Kingston Fury Beast RGB KF560C36BBEAK2-16 ,2,8,6000,36-38-38,"DIMM, 288-pin",DDR5 ,8190,https://www.citilink.ru/product/pamyat-ddr5-8gb-6000mhz-kingston-kf560c36bbeak2-16-rtl-dimm-rtl-1909881/
453,Kingston Fury Renegade Black KF560C32RS-16 ,1,16,6000,32-38-38,"DIMM, 288-pin",DDR5 ,7590,https://www.citilink.ru/product/pamyat-ddr5-16gb-6000mhz-kingston-kf560c32rs-16-rtl-dimm-rtl-1909878/
454,Kingston Fury Beast KF552C40BBK2-16 ,2,8,5200,40-40-40,"DIMM, 288-pin",DDR5 ,5190,https://www.citilink.ru/product/pamyat-ddr5-8gb-5200mhz-kingston-kf552c40bbk2-16-rtl-dimm-rtl-1909875/
455,Kingston Fury Beast RGB KF552C40BBAK2-32 ,2,16,5200,40-40-40,"DIMM, 288-pin",DDR5 ,12490,https://www.citilink.ru/product/pamyat-ddr5-16gb-5200mhz-kingston-kf552c40bbak2-32-rtl-dimm-rtl-1909874/
456,Kingston Fury Beast Black RGB KF552C40BBA-16 ,1,16,5200,40-40-40,"DIMM, 288-pin",DDR5 ,6100,https://www.citilink.ru/product/pamyat-ddr5-16gb-5200mhz-kingston-kf552c40bba-16-rtl-dimm-rtl-1909873/
457,Corsair DOMINATOR PLATINUM RGB CMT64GX5M2X5600C40 ,2,32,5600,40-40-40-77,"DIMM, 288-pin",DDR5 ,54210,https://www.citilink.ru/product/pamyat-ddr4-32gb-5600mhz-corsair-cmt64gx5m2x5600c40-rtl-dimm-rtl-1909872/
458,Corsair DOMINATOR PLATINUM RGB CMT64GX5M2B5600C40 ,2,32,5600,40-40-40-77,"DIMM, 288-pin",DDR5 ,46850,https://www.citilink.ru/product/pamyat-ddr4-32gb-5600mhz-corsair-cmt64gx5m2b5600c40-rtl-dimm-rtl-1909871/
459,Kingston Fury Renegade RGB KF436C18RBAK2/64 ,2,32,3600,18-22-22,"DIMM, 288-pin",DDR4 ,21100,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-kingston-kf436c18rbak2-64-rtl-dimm-rtl-1909870/
460,Corsair DOMINATOR PLATINUM RGB CMT16GX4M2C3600C18W ,2,8,3600,18-19-19-39,"DIMM, 288-pin",DDR4 ,10990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-corsair-cmt16gx4m2c3600c18w-rtl-dimm-rtl-1909869/
461,Corsair Vengeance LPX CMK64GX4M2D3600C18 ,2,32,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,20990,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-corsair-cmk64gx4m2d3600c18-rtl-dimm-rtl-1909868/
462,Corsair Vengeance LPX CMK16GX4M2D3600C16 ,2,8,3600,16-19-19-36,"DIMM, 288-pin",DDR4 ,5990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-corsair-cmk16gx4m2d3600c16-rtl-dimm-rtl-1909867/
463,Corsair Vengeance RGB Pro SL CMH32GX4M2E3200C16W ,2,16,3200,16-20-20-38,"DIMM, 288-pin",DDR4 ,10590,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-corsair-cmh32gx4m2e3200c16w-rtl-dimm-rtl-1909866/
464,Kingston Fury Beast Black RGB KF437C19BBA/8 ,1,8,3733,19-23-23,"DIMM, 288-pin",DDR4 ,3890,https://www.citilink.ru/product/pamyat-ddr4-8gb-3733mhz-kingston-kf437c19bba-8-rtl-dimm-rtl-1909862/
465,Kingston Fury Beast Black KF437C19BB/8 ,1,8,3733,19-23-23,"DIMM, 288-pin",DDR4 ,2620,https://www.citilink.ru/product/pamyat-ddr4-8gb-3733mhz-kingston-kf437c19bb-8-rtl-dimm-rtl-1909860/
466,Kingston Fury Beast Black RGB KF436C18BBAK2/64 ,2,32,3600,18-22-22,"DIMM, 288-pin",DDR4 ,23690,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-kingston-kf436c18bbak2-64-rtl-dimm-rtl-1909859/
467,Kingston Fury Beast Black RGB KF436C17BBA/8 ,1,8,3600,17-21-21,"DIMM, 288-pin",DDR4 ,3570,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-kingston-kf436c17bba-8-rtl-dimm-rtl-1909858/
468,Patriot Viper Venom RGB PVVR532G720C34K ,2,16,7200,34-42-42-84,"DIMM, 288-pin",DDR5 ,22990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-7200mgc-patriot-pvvr532g720c34k-viper-venom-rtl-pc5-1909713/
469,Patriot Viper Venom PVV532G700C32K ,2,16,7000,32-48-48-96,"DIMM, 288-pin",DDR5 ,18990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-7000mgc-patriot-pvv532g700c32k-viper-venom-rtl-pc5-1909708/
470,Patriot Viper Venom PVV532G640C32K ,2,16,6400,32-40-40-84,"DIMM, 288-pin",DDR5 ,15790,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-6400mhz-patriot-pvv532g640c32k-viper-venom-rtl-pc5-1909707/
471,Patriot Viper Venom RGB PVVR564G520C40K ,2,32,5200,40-40-40-76,"DIMM, 288-pin",DDR5 ,22990,https://www.citilink.ru/product/pamyat-ddr5-2x64gb-5200mhz-patriot-pvvr564g520c40k-viper-venom-rtl-pc5-1909705/
472,AMD Radeon R7 Performance Series R7S416G2606U2S ,1,16,2666,16-18-18-35,"DIMM, 288-pin",DDR4 ,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-amd-r7s416g2606u2s-radeon-r7-performance-seri-1906658/
473,Hikvision U1 HKED5161DAK6O8ZO1/16G ,1,16,6200,?,"DIMM, 288-pin",DDR5 ,7990,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-hikvision-hked5161dak6o8zo1-16g-rtl-pc4-25600-1906018/
474,Hikvision U1 HKED5161DAA4K7ZK1/16G ,1,16,4800,?,"DIMM, 288-pin",DDR5 ,4790,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-hikvision-hked5161daa4k7zk1-16g-rtl-pc4-25600-1906017/
475,Hikvision U100 RGB HKED4161DAA2D2ZA4/16G ,1,16,3200,?,"DIMM, 288-pin",DDR4 ,4590,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-hikvision-hked4161daa2d2za4-16g-rtl-pc4-25600-1906016/
476,Hikvision U100 RGB HKED4081CBA2D2ZA4/8G ,1,8,3200,?,"DIMM, 288-pin",DDR4 ,2790,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-hikvision-hked4081cba2d2za4-8g-rtl-pc4-25600-c-1906013/
477,Hikvision U10 HKED4161DAA2D1ZA2/16G ,1,16,3000,?,"DIMM, 288-pin",DDR4 ,3490,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-hikvision-hked4161daa2d1za2-16g-rtl-pc4-25600-1906012/
478,Hikvision U10 HKED4081CBA2D1ZA2/8G ,1,8,3000,?,"DIMM, 288-pin",DDR4 ,1890,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-hikvision-hked4081cba2d1za2-8g-rtl-pc4-25600-c-1906010/
479,EXEGATE Value Special EX287013RUS ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4 ,1690,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-exegate-ex287013rus-value-special-oem-pc4-2130-1903946/
480,EXEGATE Value Special EX287010RUS ,1,8,2400,17-17-17,"DIMM, 288-pin",DDR4 ,1590,https://www.citilink.ru/product/pamyat-ddr4-8gb-2400mhz-exegate-ex287010rus-value-special-oem-pc4-1920-1903945/
481,EXEGATE Value Special EX287014RUS ,1,16,2666,19-19-19,"DIMM, 288-pin",DDR4 ,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-exegate-ex287014rus-value-special-oem-pc4-213-1903941/
482,EXEGATE Value EX283082RUS ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4 ,1590,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-exegate-ex283082rus-value-oem-pc4-21300-cl19-d-1903938/
483,EXEGATE Value EX283086RUS ,1,16,2400,17-17-17,"DIMM, 288-pin",DDR4 ,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-2400mhz-exegate-ex283086rus-value-oem-pc4-19200-cl17-1903933/
484,EXEGATE HiPower EX288050RUS ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4 ,1690,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-exegate-ex288050rus-hipower-oem-pc4-21300-cl19-1903931/
485,EXEGATE HiPower EX288049RUS ,1,8,2400,17-17-17,"DIMM, 288-pin",DDR4 ,1590,https://www.citilink.ru/product/pamyat-ddr4-8gb-2400mhz-exegate-ex288049rus-hipower-oem-pc4-19200-cl17-1903930/
486,EXEGATE HiPower EX288048RUS ,1,4,2666,19-19-19,"DIMM, 288-pin",DDR4 ,990,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-exegate-ex288048rus-hipower-oem-pc4-21300-cl19-1903929/
487,EXEGATE HiPower EX288047RUS ,1,4,2400,17-17-17,"DIMM, 288-pin",DDR4 ,990,https://www.citilink.ru/product/pamyat-ddr4-4gb-2400mhz-exegate-ex288047rus-hipower-oem-pc4-19200-cl17-1903928/
488,EXEGATE HiPower EX288046RUS ,1,16,2666,19-19-19,"DIMM, 288-pin",DDR4 ,3190,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-exegate-ex288046rus-hipower-oem-pc4-21300-cl1-1903927/
489,EXEGATE HiPower EX288045RUS ,1,16,2400,17-17-17,"DIMM, 288-pin",DDR4 ,3190,https://www.citilink.ru/product/pamyat-ddr4-16gb-2400mhz-exegate-ex288045rus-hipower-oem-pc4-19200-cl1-1903926/
490,Patriot Viper Venom RGB PVVR532G680C34K ,2,16,6800,34-44-44-84,"DIMM, 288-pin",DDR5 ,19990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-6800mgc-patriot-pvvr532g680c34k-viper-venom-rgb-rtl-1901986/
491,Patriot Viper Venom RGB PVVR532G660C34K ,2,16,6600,34-40-40-84,"DIMM, 288-pin",DDR5 ,18890,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-6600mgc-patriot-pvvr532g660c34k-viper-venom-rgb-rtl-1901985/
492,Patriot Viper Venom RGB PVVR532G640C32K ,2,16,6400,32-40-40-84,"DIMM, 288-pin",DDR5 ,17490,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-6400mgc-patriot-pvvr532g640c32k-viper-venom-rgb-rtl-1901984/
493,KIMTIGO KMKSAGF683200 ,1,16,3200,22-22-22,"SO-DIMM, 260-pin",DDR4 ,3590,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kimtigo-kmksagf683200-rtl-pc4-21300-cl19-so-d-1901315/
494,KIMTIGO KMKUAGF683200 ,1,16,3200,22-22-22,"DIMM, 288-pin",DDR4 ,2890,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kimtigo-kmkuagf683200-rtl-pc4-25600-dimm-288-1901312/
495,KIMTIGO KMKU8G8683200 ,1,8,3200,22-22-22,"DIMM, 288-pin",DDR4 ,1590,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kimtigo-kmku8g8683200-rtl-pc4-21300-cl19-dimm-1901307/
496,Samsung M323R4GA3BB0-CQK ,1,32,4800,?,"DIMM, 288-pin",DDR5 ,9990,https://www.citilink.ru/product/pamyat-ddr5-32gb-4800mhz-samsung-m323r4ga3bb0-cqk-rtl-pc5-38400-cl40-d-1893725/
497,Silicon Power SP016GBSFU266F02 ,1,16,2666,?,"SO-DIMM, 260-pin",DDR4 ,2690,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-silicon-power-sp016gbsfu266f02-rtl-pc4-21300-1893270/
498,Digma DGMAD54800016S ,1,16,4800,40-40-40-76,"DIMM, 288-pin",DDR5 ,4590,https://www.citilink.ru/product/pamyat-ddr5-16gb-4800mhz-digma-dgmad54800016s-rtl-pc5-38400-cl40-dimm-1892552/
499,AMD Radeon R7 Performance Series R7416G2606S2S-UO ,1,16,2666,16-18-18-35,"SO-DIMM, 260-pin",DDR4 ,2890,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-amd-r7416g2606s2s-uo-radeon-r7-performance-se-1891073/
500,AMD R9 R9432G3206S2S-U ,1,32,3200,?,"SO-DIMM, 260-pin",DDR4 ,5990,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-amd-r9432g3206s2s-u-r9-rtl-pc4-25600-cl16-so-1886265/
501,Corsair Vengeance LPX CMK8GX4M1E3200C16 ,1,8,3200,16-20-20-38,"DIMM, 288-pin",DDR4 ,2990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-corsair-cmk8gx4m1e3200c16-vengeance-lpx-rtl-pc-1885803/
502,Corsair Vengeance RGB CMH32GX5M2B5600C36K ,2,16,5600,36-36-36-76,"DIMM, 288-pin",DDR5 ,18990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5600mhz-corsair-cmh32gx5m2b5600c36k-vengeance-rgb-r-1885800/
503,Patriot Signature PSD58G560041 ,1,8,5600,46-46-46-90,"DIMM, 288-pin",DDR5 ,2790,https://www.citilink.ru/product/pamyat-ddr5-8gb-4800mhz-patriot-psd58g560041-signature-rtl-pc5-38400-c-1883499/
504,Patriot Signature PSD58G520041 ,1,8,5200,42-42-42-84,"DIMM, 288-pin",DDR5 ,2990,https://www.citilink.ru/product/pamyat-ddr5-8gb-4800mhz-patriot-psd58g520041-signature-rtl-pc5-38400-c-1883483/
505,Silicon Power Xpower Turbine RGB SP008GXLZU360BSB ,1,8,3600,?,"DIMM, 260-pin",DDR4 ,2890,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-silicon-power-sp008gxlzu360bsb-rtl-pc4-28800-c-1875183/
506,Silicon Power Xpower Turbine SP008GXLZU360BSA ,1,8,3600,?,"DIMM, 288-pin",DDR4 ,2390,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-silicon-power-sp008gxlzu360bsa-rtl-pc4-28800-c-1875162/
507,Digma DGMAD42666032S ,1,32,2666,19-19-19-43,"DIMM, 288-pin",DDR4 ,5690,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-digma-dgmad42666032s-rtl-pc4-21300-cl19-dimm-1873547/
508,Patriot Viper Steel RGB PVSR416G320C6K ,2,8,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,6250,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-patriot-pvsr416g320c6k-viper-steel-rgb-rtl-p-1864868/
509,Patriot Viper Venom RGB PVVR532G620C40K ,2,16,6200,40-40-40-76,"DIMM, 288-pin",DDR5 ,15390,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-6200mhz-patriot-pvvr532g620c40k-viper-venom-rtl-pc5-1854774/
510,AMD Entertainment Edition R532G1601U1S-U ,1,2,1600,11-11-11-28,"DIMM, 240-pin",DDR3 ,1110,https://www.citilink.ru/product/pamyat-ddr3-2gb-1600mhz-amd-r532g1601u1s-u-entertainment-edition-rtl-p-1850400/
511,Kingston Fury Beast Black KF432C16BBK2/32-SP ,2,16,3200,16-20-20,"DIMM, 288-pin",DDR4 ,17560,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3200mhz-kingston-kf432c16bbk2-32-sp-fury-beast-blac-1841173/
512,Kingston Fury Beast Black RGB KF432C16BBA/16-SP ,1,16,3200,16-20-20,"DIMM, 288-pin",DDR4 ,4390,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kingston-kf432c16bba-16-sp-fury-beast-black-r-1841170/
513,Kingston Fury Beast Black RGB KF432C16BBA/8-SP ,1,8,3200,16-18-18,"DIMM, 288-pin",DDR4 ,3290,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kingston-kf432c16bba-8-sp-fury-beast-black-rgb-1840671/
514,Silicon Power SP016GBLFU320B02 ,1,16,3200,?,"DIMM, 288-pin",DDR4 ,3390,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-silicon-power-sp016gblfu320b02-rtl-pc4-25600-1840498/
515,Silicon Power SP016GBSFU240B02 ,1,16,2400,?,"SO-DIMM, 260-pin",DDR4 ,3190,https://www.citilink.ru/product/pamyat-ddr4-16gb-2400mhz-silicon-power-sp016gbsfu240b02-rtl-pc3-19200-1840485/
516,Silicon Power SP008GBLFU240B02 ,1,8,2400,?,"DIMM, 288-pin",DDR4 ,1690,https://www.citilink.ru/product/pamyat-ddr4-8gb-2400mhz-silicon-power-sp008gblfu240b02-rtl-pc3-19200-c-1840483/
517,A-Data AD5U480032G-S ,1,32,4800,40-40-40,"DIMM, 288-pin",DDR5 ,8990,https://www.citilink.ru/product/pamyat-ddr5-32gb-4800mhz-a-data-ad5u480032g-s-rtl-pc4-25600-cl22-dimm-1839856/
518,Digma DGMAS43200016D ,1,16,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4 ,2790,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-digma-dgmas43200016d-rtl-pc4-25600-cl22-so-di-1835825/
519,KIMTIGO KMKUBGF783600Z3-SD ,2,32,3600,?,"DIMM, 288-pin",DDR4 ,15990,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-kimtigo-kmkubgf783600z3-s-rtl-pc4-21300-cl19-1831305/
520,KIMTIGO KMKUAGF683600Z3-SD ,2,16,3600,?,"DIMM, 288-pin",DDR4 ,10990,https://www.citilink.ru/product/pamyat-ddr4-16gb-3600mhz-kimtigo-kmkuag8783600z3-s-rtl-pc4-21300-cl19-1831302/
521,KIMTIGO KMKU8G8683600Z3-SD ,2,8,3600,?,"DIMM, 288-pin",DDR4 ,4990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-kimtigo-kmku8g8683600z3-s-rtl-pc4-21300-cl19-d-1831300/
522,KIMTIGO KMKUBGF783600T4-R ,1,32,3600,?,"DIMM, 288-pin",DDR4 ,7990,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-kimtigo-kmkubgf783600t4-r-rtl-pc4-21300-cl19-1831285/
523,KIMTIGO KMKUAGF683600T4-R ,1,16,3600,?,"DIMM, 288-pin",DDR4 ,4990,https://www.citilink.ru/product/pamyat-ddr4-16gb-3600mhz-kimtigo-kmkuagf683600t4-r-rtl-pc4-21300-cl19-1831282/
524,KIMTIGO KMKU8G8683600T4-R ,1,8,3600,?,"DIMM, 288-pin",DDR4 ,2690,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-kimtigo-kmku8g8683600t4-r-rtl-pc4-21300-cl19-d-1831280/
525,KIMTIGO KMKUAGF682666WR ,1,16,2666,?,"DIMM, 288-pin",DDR4 ,4890,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kimtigo-kmkuagf682666wr-rtl-pc4-21300-cl19-di-1831270/
526,KIMTIGO KMLSAG8784800 ,1,16,4800,?,"SO-DIMM, 262-pin",DDR5 ,4990,https://www.citilink.ru/product/pamyat-ddr5-16gb-4800mhz-kimtigo-kmlsag8784800-rtl-pc4-21300-cl19-so-d-1831260/
527,KIMTIGO KMLUAG8784800 ,1,16,4800,?,"DIMM, 288-pin",DDR5 ,5590,https://www.citilink.ru/product/pamyat-ddr5-16gb-4800mhz-kimtigo-kmluag8784800-rtl-pc4-21300-cl19-dimm-1831258/
528,KIMTIGO KMLS8G4664800 ,1,8,4800,?,"SO-DIMM, 262-pin",DDR5 ,3790,https://www.citilink.ru/product/pamyat-ddr5-8gb-4800mhz-kimtigo-kmls8g4664800-rtl-pc4-21300-cl19-so-di-1831257/
529,KIMTIGO KMLU8G4664800 ,1,8,4800,?,"DIMM, 288-pin",DDR5 ,2990,https://www.citilink.ru/product/pamyat-ddr5-8gb-4800mhz-kimtigo-kmlu8g4664800-rtl-pc4-21300-cl19-dimm-1831255/
530,KIMTIGO KMTS8GF581600 ,1,8,1600,?,"SO-DIMM, 204-pin",DDR3L,2210,https://www.citilink.ru/product/pamyat-ddr3-8gb-1600mhz-kimtigo-kmts8gf581600-rtl-pc4-21300-cl19-so-di-1830948/
531,Crucial CT32G4DFD832A ,1,32,3200,22-22-22,"DIMM, 288-pin",DDR4 ,7290,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-crucial-ct32g4dfd832a-rtl-pc4-25600-cl22-dimm-1825002/
532,Crucial CT8G4DFRA266 ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4 ,2090,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-crucial-ct8g4dfra266-rtl-pc4-21300-cl19-dimm-2-1824841/
533,Corsair Vengeance RGB Pro SL CMH16GX4M2Z3600C18 ,2,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4 ,5990,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-corsair-cmh16gx4m2z3600c18-vengeance-rgb-pro-1812095/
534,NETAC Shadow RGB NTSRD4P32DP-32E ,2,16,3200,16-20-20-40,"DIMM, 288-pin",DDR4 ,12540,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3200mhz-netac-ntsrd4p32dp-32e-shadow-rgb-rtl-pc4-25-1809987/
535,NETAC Shadow RGB NTSRD5P48DP-32S ,2,16,4800,40-40-40-77,"DIMM, 288-pin",DDR5 ,10390,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-4800mhz-netac-ntsrd5p48dp-32s-shadow-rgb-rtl-pc5-38-1809947/
536,Patriot PSD58G480041S ,1,8,4800,40-40-40-70,"SO-DIMM, 260-pin",DDR5 ,2690,https://www.citilink.ru/product/pamyat-ddr5-8gb-4800mhz-patriot-psd58g480041s-rtl-cl40-so-dimm-260-pin-1790398/
537,Digma DGMAS42666032D ,1,32,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4 ,4990,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-digma-dgmas42666032s-rtl-pc4-21300-cl19-so-di-1784394/
538,A-Data AD4S320032G22-RGN ,1,32,3200,22-22-22,"SO-DIMM, 260-pin",DDR4 ,5990,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-a-data-ad4s320032g22-rgn-rtl-pc4-25600-cl22-s-1769575/
539,KINGSPEC KS1600D3N13504G ,1,4,1600,11-11-11,"SO-DIMM, 204-pin",DDR3L,790,https://www.citilink.ru/product/pamyat-ddr3-4gb-1600mhz-kingspec-ks1600d3n13504g-rtl-pc3-12800-cl9-so-1742095/
540,Kingmax KM-SD4-2666-16GS ,1,16,2666,?,"SO-DIMM, 260-pin",DDR4 ,7640,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kingmax-km-sd4-2666-16gs-oem-pc4-21300-cl19-s-1703249/
541,A-Data AD4S266616G19-SGN ,1,16,2666,?,"SO-DIMM, 260-pin",DDR4 ,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-a-data-ad4s266616g19-sgn-rtl-so-dimm-1702423/
542,Kingmax KM-LD4-3200-8GS ,1,8,3200,?,"DIMM, 288-pin",DDR4 ,2290,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kingmax-km-ld4-3200-8gs-oem-pc4-25600-cl22-dim-1702063/
543,Kingmax KM-LD4-3200-16GS ,1,16,3200,?,"DIMM, 288-pin",DDR4 ,3990,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kingmax-km-ld4-3200-16gs-oem-pc4-25600-cl22-d-1700455/
